item_name_en,weapon,finish,rarity_en,case_name_en,marketHashName_used,platform,price,source,status
★ Gut Knife | Doppler (Phase 3),★ Gut Knife,Doppler (Phase 3),Restricted,Chroma Case,,steam,,current,
★ Gut Knife | Doppler (Phase 4),★ Gut Knife,Doppler (Phase 4),Restricted,Chroma Case,,steam,,current,
★ Gut Knife | Doppler (Black Pearl),★ Gut Knife,Doppler (Black Pearl),Restricted,Chroma Case,★ Gut Knife | Doppler (Black Pearl),steam,,current,-1
★ Gut Knife | Doppler (Ruby),★ Gut Knife,Doppler (Ruby),Restricted,Chroma Case,★ Gut Knife | Doppler (Ruby),steam,,current,-1
★ Gut Knife | Doppler (Sapphire),★ Gut Knife,Doppler (Sapphire),Restricted,Chroma Case,★ Gut Knife | Doppler (Sapphire),steam,,current,-1
★ Gut Knife | Damascus Steel,★ Gut Knife,Damascus Steel,Restricted,Chroma Case,★ Gut Knife | Damascus Steel,steam,,current,-1
★ Gut Knife | Marble Fade,★ Gut Knife,Marble Fade,Restricted,Chroma Case,★ Gut Knife | Marble Fade,steam,,current,-1
★ Gut Knife | Tiger Tooth,★ Gut Knife,Tiger Tooth,Restricted,Chroma Case,★ Gut Knife | Tiger Tooth,steam,,current,-1
★ Gut Knife | Rust Coat,★ Gut Knife,Rust Coat,Restricted,Chroma Case,★ Gut Knife | Rust Coat,steam,,current,-1
★ Gut Knife | Ultraviolet,★ Gut Knife,Ultraviolet,Restricted,Chroma Case,★ Gut Knife | Ultraviolet,steam,,current,-1
★ Karambit | Doppler (Phase 1),★ Karambit,Doppler (Phase 1),Restricted,Chroma Case,★ Karambit | Doppler (Phase 1),steam,,current,-1
★ Karambit | Doppler (Phase 2),★ Karambit,Doppler (Phase 2),Restricted,Chroma Case,★ Karambit | Doppler (Phase 2),steam,,current,-1
★ Karambit | Doppler (Phase 3),★ Karambit,Doppler (Phase 3),Restricted,Chroma Case,★ Karambit | Doppler (Phase 3),steam,,current,-1
★ Karambit | Doppler (Phase 4),★ Karambit,Doppler (Phase 4),Restricted,Chroma Case,★ Karambit | Doppler (Phase 4),steam,,current,-1
★ Karambit | Doppler (Black Pearl),★ Karambit,Doppler (Black Pearl),Restricted,Chroma Case,★ Karambit | Doppler (Black Pearl),steam,,current,-1
★ Karambit | Doppler (Ruby),★ Karambit,Doppler (Ruby),Restricted,Chroma Case,★ Karambit | Doppler (Ruby),steam,,current,-1
★ Karambit | Doppler (Sapphire),★ Karambit,Doppler (Sapphire),Restricted,Chroma Case,★ Karambit | Doppler (Sapphire),steam,,current,-1
★ Karambit | Damascus Steel,★ Karambit,Damascus Steel,Restricted,Chroma Case,★ Karambit | Damascus Steel (Field-Tested),steam,6892.21,single,200
★ Karambit | Marble Fade,★ Karambit,Marble Fade,Restricted,Chroma Case,★ Karambit | Marble Fade (Factory New),steam,12517.82,single,200
★ Karambit | Tiger Tooth,★ Karambit,Tiger Tooth,Restricted,Chroma Case,★ Karambit | Tiger Tooth (Factory New),steam,11267.36,single,200
★ Karambit | Rust Coat,★ Karambit,Rust Coat,Restricted,Chroma Case,★ Karambit | Rust Coat (Well-Worn),steam,6161.32,single,200
★ Karambit | Ultraviolet,★ Karambit,Ultraviolet,Restricted,Chroma Case,★ Karambit | Ultraviolet (Minimal Wear),steam,8188.23,single,200
★ M9 Bayonet | Doppler (Phase 1),★ M9 Bayonet,Doppler (Phase 1),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Phase 2),★ M9 Bayonet,Doppler (Phase 2),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Phase 3),★ M9 Bayonet,Doppler (Phase 3),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Phase 4),★ M9 Bayonet,Doppler (Phase 4),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Black Pearl),★ M9 Bayonet,Doppler (Black Pearl),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Ruby),★ M9 Bayonet,Doppler (Ruby),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Doppler (Sapphire),★ M9 Bayonet,Doppler (Sapphire),Restricted,Chroma Case,,steam,,current,
★ M9 Bayonet | Damascus Steel,★ M9 Bayonet,Damascus Steel,Restricted,Chroma Case,★ M9 Bayonet | Damascus Steel (Factory New),steam,6408.18,single,200
★ M9 Bayonet | Marble Fade,★ M9 Bayonet,Marble Fade,Restricted,Chroma Case,★ M9 Bayonet | Marble Fade (Factory New),steam,9523.4,single,200
★ M9 Bayonet | Tiger Tooth,★ M9 Bayonet,Tiger Tooth,Restricted,Chroma Case,★ M9 Bayonet | Tiger Tooth (Factory New),steam,8677.1,single,200
★ M9 Bayonet | Rust Coat,★ M9 Bayonet,Rust Coat,Restricted,Chroma Case,★ M9 Bayonet | Rust Coat (Battle-Scarred),steam,3938.53,single,200
★ M9 Bayonet | Ultraviolet,★ M9 Bayonet,Ultraviolet,Restricted,Chroma Case,★ M9 Bayonet | Ultraviolet,steam,,current,-1
M4A4 | Neo-Noir,M4A4,Neo-Noir,Restricted,Clutch Case,M4A4 | Neo-Noir,steam,,current,-1
MP7 | Bloodsport,MP7,Bloodsport,Restricted,Clutch Case,MP7 | Bloodsport,steam,,current,-1
AWP | Mortis,AWP,Mortis,Gold,Clutch Case,AWP | Mortis,steam,,current,-1
USP-S | Cortex,USP-S,Cortex,Gold,Clutch Case,USP-S | Cortex,steam,,current,-1
AUG | Stymphalian,AUG,Stymphalian,Gold,Clutch Case,AUG | Stymphalian,steam,,current,-1
Glock-18 | Moonrise,Glock-18,Moonrise,Classified,Clutch Case,Glock-18 | Moonrise,steam,,current,-1
UMP-45 | Arctic Wolf,UMP-45,Arctic Wolf,Classified,Clutch Case,UMP-45 | Arctic Wolf,steam,,current,-1
MAG-7 | SWAG-7,MAG-7,SWAG-7,Classified,Clutch Case,MAG-7 | SWAG-7,steam,,current,-1
Negev | Lionfish,Negev,Lionfish,Classified,Clutch Case,Negev | Lionfish,steam,,current,-1
Nova | Wild Six,Nova,Wild Six,Classified,Clutch Case,Nova | Wild Six,steam,,current,-1
R8 Revolver | Grip,R8 Revolver,Grip,Covert,Clutch Case,R8 Revolver | Grip,steam,,current,-1
P2000 | Urban Hazard,P2000,Urban Hazard,Covert,Clutch Case,P2000 | Urban Hazard (Well-Worn),steam,1.06,single,200
MP9 | Black Sand,MP9,Black Sand,Covert,Clutch Case,MP9 | Black Sand (Factory New),steam,8.25,single,200
Five-SeveN | Flame Test,Five-SeveN,Flame Test,Covert,Clutch Case,Five-SeveN | Flame Test (Factory New),steam,4.62,single,200
SG 553 | Aloha,SG 553,Aloha,Covert,Clutch Case,SG 553 | Aloha (Factory New),steam,4.69,single,200
PP-Bizon | Night Riot,PP-Bizon,Night Riot,Covert,Clutch Case,PP-Bizon | Night Riot (Factory New),steam,4.62,single,200
XM1014 | Oxide Blaze,XM1014,Oxide Blaze,Covert,Clutch Case,XM1014 | Oxide Blaze (Factory New),steam,4.55,single,200
★ Hydra Gloves | Emerald,★ Hydra Gloves,Emerald,Restricted,Clutch Case,★ Hydra Gloves | Emerald (Factory New),steam,3275.29,single,200
★ Hydra Gloves | Case Hardened,★ Hydra Gloves,Case Hardened,Restricted,Clutch Case,★ Hydra Gloves | Case Hardened (Factory New),steam,6336.97,single,200
★ Hydra Gloves | Rattler,★ Hydra Gloves,Rattler,Restricted,Clutch Case,★ Hydra Gloves | Rattler (Factory New),steam,3901.51,single,200
★ Hydra Gloves | Mangrove,★ Hydra Gloves,Mangrove,Restricted,Clutch Case,★ Hydra Gloves | Mangrove (Factory New),steam,3844.9,single,200
★ Driver Gloves | Racing Green,★ Driver Gloves,Racing Green,Restricted,Clutch Case,★ Driver Gloves | Racing Green (Factory New),steam,4430.82,single,200
★ Driver Gloves | Overtake,★ Driver Gloves,Overtake,Restricted,Clutch Case,★ Driver Gloves | Overtake (Factory New),steam,5566.99,single,200
★ Driver Gloves | King Snake,★ Driver Gloves,King Snake,Restricted,Clutch Case,★ Driver Gloves | King Snake (Factory New),BUFF,34888.0,single,200
★ Driver Gloves | Imperial Plaid,★ Driver Gloves,Imperial Plaid,Restricted,Clutch Case,★ Driver Gloves | Imperial Plaid (Minimal Wear),steam,7031.62,single,200
★ Hand Wraps | Duct Tape,★ Hand Wraps,Duct Tape,Restricted,Clutch Case,★ Hand Wraps | Duct Tape (Factory New),steam,8032.36,single,200
★ Hand Wraps | Cobalt Skulls,★ Hand Wraps,Cobalt Skulls,Restricted,Clutch Case,★ Hand Wraps | Cobalt Skulls (Minimal Wear),steam,6425.83,single,200
★ Hand Wraps | Overprint,★ Hand Wraps,Overprint,Restricted,Clutch Case,★ Hand Wraps | Overprint (Minimal Wear),steam,2781.57,single,200
★ Hand Wraps | Arboreal,★ Hand Wraps,Arboreal,Restricted,Clutch Case,★ Hand Wraps | Arboreal (Factory New),steam,3510.38,single,200
★ Moto Gloves | Transport,★ Moto Gloves,Transport,Restricted,Clutch Case,★ Moto Gloves | Transport (Factory New),steam,5571.27,single,200
★ Moto Gloves | Polygon,★ Moto Gloves,Polygon,Restricted,Clutch Case,★ Moto Gloves | Polygon (Factory New),steam,12651.1,single,200
★ Moto Gloves | POW!,★ Moto Gloves,POW!,Restricted,Clutch Case,★ Moto Gloves | POW! (Minimal Wear),steam,3908.84,single,200
★ Moto Gloves | Turtle,★ Moto Gloves,Turtle,Restricted,Clutch Case,★ Moto Gloves | Turtle (Factory New),steam,10644.69,single,200
★ Specialist Gloves | Fade,★ Specialist Gloves,Fade,Restricted,Clutch Case,★ Specialist Gloves | Fade (Factory New),BUFF,19950.0,single,200
★ Specialist Gloves | Buckshot,★ Specialist Gloves,Buckshot,Restricted,Clutch Case,★ Specialist Gloves | Buckshot (Factory New),steam,5743.5,single,200
★ Specialist Gloves | Crimson Web,★ Specialist Gloves,Crimson Web,Restricted,Clutch Case,★ Specialist Gloves | Crimson Web (Minimal Wear),steam,5661.48,single,200
★ Specialist Gloves | Mogul,★ Specialist Gloves,Mogul,Restricted,Clutch Case,★ Specialist Gloves | Mogul (Factory New),steam,10040.55,single,200
★ Sport Gloves | Bronze Morph,★ Sport Gloves,Bronze Morph,Restricted,Clutch Case,★ Sport Gloves | Bronze Morph (Minimal Wear),steam,3042.03,single,200
★ Sport Gloves | Amphibious,★ Sport Gloves,Amphibious,Restricted,Clutch Case,★ Sport Gloves | Amphibious (Factory New),BUFF,33333.0,single,200
★ Sport Gloves | Vice,★ Sport Gloves,Vice,Restricted,Clutch Case,★ Sport Gloves | Vice (Factory New),BUFF,86000.0,single,200
★ Sport Gloves | Omega,★ Sport Gloves,Omega,Restricted,Clutch Case,★ Sport Gloves | Omega (Factory New),BUFF,19300.0,single,200
SCAR-20 | Assault,SCAR-20,Assault,Covert,CS20 Case,SCAR-20 | Assault (Factory New),steam,5.83,single,200
Tec-9 | Flash Out,Tec-9,Flash Out,Covert,CS20 Case,Tec-9 | Flash Out (Factory New),steam,5.48,single,200
MAG-7 | Popdog,MAG-7,Popdog,Covert,CS20 Case,MAG-7 | Popdog (Factory New),steam,5.55,single,200
MAC-10 | Classic Crate,MAC-10,Classic Crate,Covert,CS20 Case,MAC-10 | Classic Crate (Factory New),steam,10.32,single,200
Dual Berettas | Elite 1.6,Dual Berettas,Elite 1.6,Covert,CS20 Case,Dual Berettas | Elite 1.6 (Factory New),steam,5.98,single,200
FAMAS | Decommissioned,FAMAS,Decommissioned,Covert,CS20 Case,FAMAS | Decommissioned (Factory New),steam,8.97,single,200
Glock-18 | Sacrifice,Glock-18,Sacrifice,Covert,CS20 Case,Glock-18 | Sacrifice (Factory New),steam,27.91,single,200
M249 | Aztec,M249,Aztec,Classified,CS20 Case,M249 | Aztec (Factory New),steam,20.22,single,200
Five-SeveN | Buddy,Five-SeveN,Buddy,Classified,CS20 Case,Five-SeveN | Buddy (Factory New),steam,23.06,single,200
P250 | Inferno,P250,Inferno,Classified,CS20 Case,P250 | Inferno (Factory New),steam,27.98,single,200
UMP-45 | Plastique,UMP-45,Plastique,Classified,CS20 Case,UMP-45 | Plastique (Factory New),steam,27.83,single,200
MP5-SD | Agent,MP5-SD,Agent,Classified,CS20 Case,MP5-SD | Agent (Factory New),steam,43.78,single,200
P90 | Nostalgia,P90,Nostalgia,Gold,CS20 Case,P90 | Nostalgia (Factory New),steam,156.35,single,200
AUG | Death by Puppy,AUG,Death by Puppy,Gold,CS20 Case,AUG | Death by Puppy (Factory New),steam,168.17,single,200
MP9 | Hydra,MP9,Hydra,Gold,CS20 Case,MP9 | Hydra (Factory New),steam,381.28,single,200
FAMAS | Commemoration,FAMAS,Commemoration,Restricted,CS20 Case,FAMAS | Commemoration (Factory New),steam,539.92,single,200
AWP | Wildfire,AWP,Wildfire,Restricted,CS20 Case,AWP | Wildfire (Factory New),steam,1988.1,single,200
★ Classic Knife,,,Restricted,CS20 Case,,steam,,current,
★ Classic Knife | Blue Steel,★ Classic Knife,Blue Steel,Restricted,CS20 Case,★ Classic Knife | Blue Steel (Factory New),steam,2796.38,single,200
★ Classic Knife | Boreal Forest,★ Classic Knife,Boreal Forest,Restricted,CS20 Case,★ Classic Knife | Boreal Forest (Factory New),steam,8343.3,single,200
★ Classic Knife | Case Hardened,★ Classic Knife,Case Hardened,Restricted,CS20 Case,★ Classic Knife | Case Hardened (Factory New),steam,2953.81,single,200
★ Classic Knife | Crimson Web,★ Classic Knife,Crimson Web,Restricted,CS20 Case,★ Classic Knife | Crimson Web (Minimal Wear),steam,2161.26,single,200
★ Classic Knife | Fade,★ Classic Knife,Fade,Restricted,CS20 Case,★ Classic Knife | Fade (Factory New),steam,3920.52,single,200
★ Classic Knife | Forest DDPAT,★ Classic Knife,Forest DDPAT,Restricted,CS20 Case,★ Classic Knife | Forest DDPAT,steam,,current,-1
★ Classic Knife | Night Stripe,★ Classic Knife,Night Stripe,Restricted,CS20 Case,★ Classic Knife | Night Stripe,steam,,current,-1
★ Classic Knife | Safari Mesh,★ Classic Knife,Safari Mesh,Restricted,CS20 Case,★ Classic Knife | Safari Mesh,steam,,current,-1
★ Classic Knife | Scorched,★ Classic Knife,Scorched,Restricted,CS20 Case,★ Classic Knife | Scorched,steam,,current,-1
★ Classic Knife | Slaughter,★ Classic Knife,Slaughter,Restricted,CS20 Case,★ Classic Knife | Slaughter,steam,,current,-1
★ Classic Knife | Stained,★ Classic Knife,Stained,Restricted,CS20 Case,★ Classic Knife | Stained,steam,,current,-1
★ Classic Knife | Urban Masked,★ Classic Knife,Urban Masked,Restricted,CS20 Case,★ Classic Knife | Urban Masked,steam,,current,-1
MP7 | Skulls,MP7,Skulls,Covert,CSGO Weapon Case,MP7 | Skulls,steam,,current,-1
SG 553 | Ultraviolet,SG 553,Ultraviolet,Covert,CSGO Weapon Case,SG 553 | Ultraviolet (Well-Worn),steam,197.37,single,200
AUG | Wings,AUG,Wings,Covert,CSGO Weapon Case,AUG | Wings (Factory New),steam,187.75,single,200
M4A1-S | Dark Water,M4A1-S,Dark Water,Classified,CSGO Weapon Case,M4A1-S | Dark Water (Minimal Wear),steam,1025.66,single,200
USP-S | Dark Water,USP-S,Dark Water,Classified,CSGO Weapon Case,USP-S | Dark Water (Minimal Wear),steam,976.46,single,200
Glock-18 | Dragon Tattoo,Glock-18,Dragon Tattoo,Classified,CSGO Weapon Case,Glock-18 | Dragon Tattoo (Factory New),steam,1230.79,single,200
Desert Eagle | Hypnotic,Desert Eagle,Hypnotic,Gold,CSGO Weapon Case,Desert Eagle | Hypnotic (Factory New),steam,1424.75,single,200
AK-47 | Case Hardened,AK-47,Case Hardened,Gold,CSGO Weapon Case,AK-47 | Case Hardened (Factory New),steam,4923.11,single,200
AWP | Lightning Strike,AWP,Lightning Strike,Restricted,CSGO Weapon Case,AWP | Lightning Strike (Factory New),steam,6064.41,single,200
★ Bayonet,,,Restricted,CSGO Weapon Case,,steam,,current,
★ Bayonet | Blue Steel,★ Bayonet,Blue Steel,Restricted,CSGO Weapon Case,★ Bayonet | Blue Steel (Minimal Wear),steam,3561.88,single,200
★ Bayonet | Boreal Forest,★ Bayonet,Boreal Forest,Restricted,CSGO Weapon Case,★ Bayonet | Boreal Forest (Factory New),steam,4680.03,single,200
★ Bayonet | Case Hardened,★ Bayonet,Case Hardened,Restricted,CSGO Weapon Case,★ Bayonet | Case Hardened (Factory New),steam,6263.28,single,200
★ Bayonet | Crimson Web,★ Bayonet,Crimson Web,Restricted,CSGO Weapon Case,★ Bayonet | Crimson Web (Factory New),YOUPIN,16197.5,single,200
★ Bayonet | Fade,★ Bayonet,Fade,Restricted,CSGO Weapon Case,★ Bayonet | Fade (Factory New),steam,4717.77,single,200
★ Bayonet | Forest DDPAT,★ Bayonet,Forest DDPAT,Restricted,CSGO Weapon Case,★ Bayonet | Forest DDPAT (Minimal Wear),steam,2091.77,single,200
★ Bayonet | Night,★ Bayonet,Night,Restricted,CSGO Weapon Case,★ Bayonet | Night (Minimal Wear),steam,2363.97,single,200
★ Bayonet | Safari Mesh,★ Bayonet,Safari Mesh,Restricted,CSGO Weapon Case,★ Bayonet | Safari Mesh (Minimal Wear),steam,1602.04,single,200
★ Bayonet | Scorched,★ Bayonet,Scorched,Restricted,CSGO Weapon Case,★ Bayonet | Scorched (Minimal Wear),steam,2040.0,single,200
★ Bayonet | Slaughter,★ Bayonet,Slaughter,Restricted,CSGO Weapon Case,★ Bayonet | Slaughter (Factory New),steam,5020.23,single,200
★ Bayonet | Stained,★ Bayonet,Stained,Restricted,CSGO Weapon Case,★ Bayonet | Stained (Factory New),steam,3424.74,single,200
★ Bayonet | Urban Masked,★ Bayonet,Urban Masked,Restricted,CSGO Weapon Case,★ Bayonet | Urban Masked (Minimal Wear),steam,2071.97,single,200
★ Flip Knife,,,Restricted,CSGO Weapon Case,,steam,,current,
★ Flip Knife | Blue Steel,★ Flip Knife,Blue Steel,Restricted,CSGO Weapon Case,★ Flip Knife | Blue Steel (Minimal Wear),steam,2217.51,single,200
★ Flip Knife | Boreal Forest,★ Flip Knife,Boreal Forest,Restricted,CSGO Weapon Case,★ Flip Knife | Boreal Forest (Factory New),steam,2605.99,single,200
★ Flip Knife | Case Hardened,★ Flip Knife,Case Hardened,Restricted,CSGO Weapon Case,★ Flip Knife | Case Hardened (Factory New),steam,3108.6,single,200
★ Flip Knife | Crimson Web,★ Flip Knife,Crimson Web,Restricted,CSGO Weapon Case,★ Flip Knife | Crimson Web (Factory New),BUFF,9666.0,single,200
★ Flip Knife | Fade,★ Flip Knife,Fade,Restricted,CSGO Weapon Case,★ Flip Knife | Fade (Factory New),steam,4422.49,single,200
★ Flip Knife | Forest DDPAT,★ Flip Knife,Forest DDPAT,Restricted,CSGO Weapon Case,★ Flip Knife | Forest DDPAT (Factory New),steam,2016.51,single,200
★ Flip Knife | Night,★ Flip Knife,Night,Restricted,CSGO Weapon Case,★ Flip Knife | Night (Minimal Wear),steam,1747.65,single,200
★ Flip Knife | Safari Mesh,★ Flip Knife,Safari Mesh,Restricted,CSGO Weapon Case,★ Flip Knife | Safari Mesh (Factory New),steam,3012.12,single,200
★ Flip Knife | Scorched,★ Flip Knife,Scorched,Restricted,CSGO Weapon Case,★ Flip Knife | Scorched (Factory New),steam,2865.88,single,200
★ Flip Knife | Slaughter,★ Flip Knife,Slaughter,Restricted,CSGO Weapon Case,★ Flip Knife | Slaughter (Factory New),steam,3405.16,single,200
★ Flip Knife | Stained,★ Flip Knife,Stained,Restricted,CSGO Weapon Case,★ Flip Knife | Stained (Factory New),steam,2161.9,single,200
★ Flip Knife | Urban Masked,★ Flip Knife,Urban Masked,Restricted,CSGO Weapon Case,★ Flip Knife | Urban Masked (Minimal Wear),steam,1394.84,single,200
★ Gut Knife,,,Restricted,CSGO Weapon Case,,steam,,current,
★ Gut Knife | Blue Steel,★ Gut Knife,Blue Steel,Restricted,CSGO Weapon Case,★ Gut Knife | Blue Steel (Factory New),steam,1563.45,single,200
★ Gut Knife | Boreal Forest,★ Gut Knife,Boreal Forest,Restricted,CSGO Weapon Case,★ Gut Knife | Boreal Forest (Factory New),steam,6564.04,single,200
★ Gut Knife | Case Hardened,★ Gut Knife,Case Hardened,Restricted,CSGO Weapon Case,★ Gut Knife | Case Hardened (Factory New),steam,2174.29,single,200
★ Gut Knife | Crimson Web,★ Gut Knife,Crimson Web,Restricted,CSGO Weapon Case,★ Gut Knife | Crimson Web (Factory New),steam,7862.4,single,200
★ Gut Knife | Fade,★ Gut Knife,Fade,Restricted,CSGO Weapon Case,★ Gut Knife | Fade (Factory New),steam,1872.61,single,200
★ Gut Knife | Forest DDPAT,★ Gut Knife,Forest DDPAT,Restricted,CSGO Weapon Case,★ Gut Knife | Forest DDPAT (Factory New),steam,1604.1,single,200
★ Gut Knife | Night,★ Gut Knife,Night,Restricted,CSGO Weapon Case,★ Gut Knife | Night (Minimal Wear),steam,1054.21,single,200
★ Gut Knife | Safari Mesh,★ Gut Knife,Safari Mesh,Restricted,CSGO Weapon Case,★ Gut Knife | Safari Mesh (Minimal Wear),steam,708.67,single,200
★ Gut Knife | Scorched,★ Gut Knife,Scorched,Restricted,CSGO Weapon Case,★ Gut Knife | Scorched (Factory New),steam,2773.31,single,200
★ Gut Knife | Slaughter,★ Gut Knife,Slaughter,Restricted,CSGO Weapon Case,★ Gut Knife | Slaughter (Factory New),steam,1637.64,single,200
★ Gut Knife | Stained,★ Gut Knife,Stained,Restricted,CSGO Weapon Case,★ Gut Knife | Stained (Factory New),steam,2092.19,single,200
★ Gut Knife | Urban Masked,★ Gut Knife,Urban Masked,Restricted,CSGO Weapon Case,★ Gut Knife | Urban Masked (Factory New),steam,1056.56,single,200
★ Karambit,,,Restricted,CSGO Weapon Case,,steam,,current,
★ Karambit | Blue Steel,★ Karambit,Blue Steel,Restricted,CSGO Weapon Case,★ Karambit | Blue Steel (Minimal Wear),steam,9538.5,single,200
★ Karambit | Boreal Forest,★ Karambit,Boreal Forest,Restricted,CSGO Weapon Case,★ Karambit | Boreal Forest (Factory New),steam,7119.48,single,200
★ Karambit | Case Hardened,★ Karambit,Case Hardened,Restricted,CSGO Weapon Case,★ Karambit | Case Hardened,steam,,current,-1
★ Karambit | Crimson Web,★ Karambit,Crimson Web,Restricted,CSGO Weapon Case,★ Karambit | Crimson Web,steam,,current,-1
★ Karambit | Fade,★ Karambit,Fade,Restricted,CSGO Weapon Case,★ Karambit | Fade,steam,,current,-1
★ Karambit | Forest DDPAT,★ Karambit,Forest DDPAT,Restricted,CSGO Weapon Case,★ Karambit | Forest DDPAT,steam,,current,-1
★ Karambit | Night,★ Karambit,Night,Restricted,CSGO Weapon Case,★ Karambit | Night,steam,,current,-1
★ Karambit | Safari Mesh,★ Karambit,Safari Mesh,Restricted,CSGO Weapon Case,★ Karambit | Safari Mesh,steam,,current,-1
★ Karambit | Scorched,★ Karambit,Scorched,Restricted,CSGO Weapon Case,★ Karambit | Scorched,steam,,current,-1
